SonnetID,octave_0,octave_1,octave_9,sestet_0,sestet_1,sestet_9,oct0_m_ses0,oct1_m_ses1,comment,
JuanDeTassisYPeralta_124,4,3,1,1,5,,3,-2,,
JuanDeTassisYPeralta_66,4,3,1,1,5,,3,-2,,
JuanDeTassisYPeralta_86,6,1,1,3,3,,3,-2,,
JuanDeTimoneda_29,5,2,1,2,4,,3,-2,,
JuanaInesDeLaCruz_36,4,3,1,1,5,,3,-2,,
LopeDeVega_1272,4,3,1,1,5,,3,-2,,
LopeDeVega_611,4,3,1,1,5,,3,-2,,
LopeDeVega_680,4,3,1,1,5,,3,-2,,
LopeDeVega_77,4,3,1,1,5,,3,-2,,
LopeDeVega_868,5,2,1,2,4,,3,-2,,
LopeDeZarate_56,5,2,1,2,4,,3,-2,,
LuisCarrilloySotomayor_27,4,3,1,1,5,,3,-2,,
LuisDeUlloaYPereira_24,4,3,1,1,5,,3,-2,,
LuisDeUlloaYPereira_26,4,3,1,1,5,,3,-2,,
MiraDeAmescua_9,5,2,1,2,4,,3,-2,,
PedroSotoDeRojas_15,5,2,1,2,4,,3,-2,,
Quevedo_11,4,3,1,1,5,,3,-2,,
Quevedo_149,4,3,1,1,5,,3,-2,,
Quevedo_384,5,2,1,2,4,,3,-2,,
Quevedo_398,4,3,1,1,5,,3,-2,,
Quevedo_487,4,3,1,1,5,,3,-2,,
s016g_0028,5,2,1,2,4,,3,-2,,
s026g_0048,5,2,1,2,4,,3,-2,,
s040g_0065,4,3,1,1,5,,3,-2,,
s105g_0204,4,3,,1,5,,3,-2,,
s135g_0271,5,2,1,2,4,3,3,-2,,
s207g_0447,5,2,,2,4,,3,-2,,
s303g_0629,5,2,1,2,4,,3,-2,,
s303g_0630,5,2,1,2,4,,3,-2,,
s407g_0900,4,3,1,1,5,,3,-2,,
s453g_0966,4,3,1,1,5,,3,-2,,
s486g_1013_02,4,3,1,1,5,,3,-2,,
BernardinoDeRebolledo_50,6,2,,2,4,,4,-2,,
DiegoHurtadoDeMendoza_37,5,3,,1,5,,4,-2,,
DiegoXimenezAyllon_49,5,3,,1,5,,4,-2,,
FcodeBorjaYAragonPrincipeEsquilache_70,6,2,,2,4,,4,-2,,
FernandoDeHerrera_105,6,2,,2,4,,4,-2,,
FernandoDeHerrera_128,5,3,,1,5,,4,-2,,
FranciscoDeLaTorre_35,6,2,,2,4,,4,-2,,
GarcilasoDeLaVega_19,5,3,,1,5,,4,-2,,
Gongora_52,5,3,,1,5,,4,-2,,
GutierreDeCetina_202,6,2,,2,4,,4,-2,,
JuanDeArguijo_2,6,2,,2,4,,4,-2,,
JuanDeTassisYPeralta_114,6,2,,2,4,,4,-2,,
JuanDeTassisYPeralta_88,6,2,,2,4,,4,-2,,
JuanDeTimoneda_30,6,2,,2,4,,4,-2,,
JuanaInesDeLaCruz_18,6,2,,2,4,,4,-2,,
LopeDeVega_1219,5,3,,1,5,,4,-2,,
LopeDeVega_26,5,3,,1,5,,4,-2,,
LopeDeVega_474,5,3,,1,5,,4,-2,,
LuisDeUlloaYPereira_46,6,2,,2,4,,4,-2,,
PedroDePadilla_40,5,3,,1,5,,4,-2,,
s359g_0821,5,3,,1,5,,4,-2,,
s416g_0911,5,3,,1,5,,4,-2,,
JuanDeSalinas_11,4,2,2,5,5,,-1,-3,,
CristobalDeVirues_8,3,4,1,2,7,,1,-3,,
JuanDeAlmeida_39,3,3,2,1,6,2,2,-3,,
CancerYVelasco_10,5,1,2,2,4,,3,-3,,
FernandoDeHerrera_60,4,2,2,1,5,,3,-3,,
JuanDeTassisYPeralta_13,4,2,2,1,5,,3,-3,,
LopeDeVega_1316,5,1,2,2,4,,3,-3,,
LopeDeVega_1341,4,2,2,1,5,,3,-3,,
LopeDeVega_431,4,2,2,1,5,,3,-3,,
LopeDeVega_785,4,2,2,1,5,,3,-3,,
LopeDeVega_819,4,2,1,1,5,,3,-3,,
LopeDeVega_898,5,1,1,2,4,,3,-3,,
LopeDeZarate_38,4,2,2,1,5,,3,-3,,
LopeDeZarate_6,4,2,2,1,5,,3,-3,,
PedroSotoDeRojas_29,5,1,2,2,4,,3,-3,,
Quevedo_141,4,2,2,1,5,,3,-3,,
Quevedo_173,4,2,2,1,5,,3,-3,,
Quevedo_306,5,1,2,2,4,,3,-3,,
Quevedo_313,5,1,2,2,4,,3,-3,,
TirsoDeMolina_50,4,2,2,1,5,,3,-3,,
s040g_0066,4,2,2,1,5,,3,-3,,
s378g_0848,4,2,2,1,5,,3,-3,,
BaltasarDeAlcazar_11,5,2,1,1,5,,4,-3,,
CancerYVelasco_2,5,2,1,1,5,,4,-3,,
FcodeBorjaYAragonPrincipeEsquilache_105,5,2,1,1,5,,4,-3,,
FernandoDeHerrera_307,5,2,1,1,5,,4,-3,,
Gongora_3,5,2,1,1,5,,4,-3,,
JuanDeArguijo_23,5,2,1,1,5,,4,-3,,
JuanDeArguijo_60,5,2,1,1,5,,4,-3,,
JuanDeTassisYPeralta_109,5,2,1,1,5,,4,-3,,
JuanDeTassisYPeralta_172,6,1,1,2,4,,4,-3,,
JuanDeTassisYPeralta_79,5,2,1,1,5,,4,-3,,
LopeDeVega_530,5,2,1,1,5,,4,-3,,
LuisCarrilloySotomayor_21,5,2,1,1,5,,4,-3,,
LuisDeUlloaYPereira_12,5,2,1,1,5,,4,-3,,
Quevedo_323,5,2,1,1,5,,4,-3,,
Quevedo_501,5,2,1,1,5,,4,-3,,
FernandoDeHerrera_173,6,2,,1,5,,5,-3,,
LopeDeVega_955,6,2,,1,5,,5,-3,,
Quevedo_122,6,2,,1,5,,5,-3,,
JuanDeSalinas_17,3,5,,3,9,,0,-4,,
FcodeBorjaYAragonPrincipeEsquilache_90,5,1,2,1,5,,4,-4,,
PedroDePadilla_9,5,1,2,1,5,,4,-4,,
PedroSotoDeRojas_110,5,1,2,1,5,,4,-4,,
FernandoDeHerrera_96,6,1,1,1,5,,5,-4,,
LopeDeVega_1104,6,1,1,1,5,,5,-4,,
LopeDeVega_683,6,1,1,1,5,,5,-4,,
FernandoDeHerrera_74,7,1,,1,5,,6,-4,,
JuanBoscan_62,3,3,2,1,8,,2,-5,,
s012g_0021,7,1,,3,6,,4,-5,,
s362g_0827,3,4,,6,16,1,-3,-12,,
s395g_0880,3,4,1,1,16,3,2,-12,,
s362g_0826,1,5,2,7,18,7,-6,-13,,
