SonnetID	AuthorID	Author	Gender	Date	joy_call	sadness_call	anger_call	fear_call	disgust_call
s001g_0001	disco_001g	Joseph Aragonés	M	17	0.7974683544303796	0.02564102564102566	0.07692307692307693	0.0	0.03749999999999998
s001g_0001	disco_001g	Joseph Aragonés	M	17	0.8101265822784809	0.051282051282051266	0.0	0.026666666666666672	0.03749999999999998
s002g_0003	disco_002g	Benito Arias Montano	M	16	0.025316455696202556	0.6794871794871794	0.5897435897435896	0.6000000000000001	0.55
s003g_0004	disco_003g	Diego de Silva y Mendoza	M	17	0.6835443037974682	0.02564102564102566	0.038461538461538436	0.026666666666666672	0.012500000000000011
s003g_0004	disco_003g	Diego de Silva y Mendoza	M	17	0.0	0.6923076923076923	0.2564102564102564	0.52	0.275
s003g_0004	disco_003g	Diego de Silva y Mendoza	M	17	0.050632911392405056	0.9615384615384615	0.39743589743589736	0.8933333333333333	0.375
s003g_0005	disco_003g	Diego de Silva y Mendoza	M	17	0.012658227848101278	0.6153846153846153	0.4179487179487179	0.4799999999999999	0.22249999999999998
s003g_0005	disco_003g	Diego de Silva y Mendoza	M	17	0.10126582278481011	0.8076923076923077	0.4871794871794871	0.2933333333333334	0.16249999999999998
s003g_0006	disco_003g	Diego de Silva y Mendoza	M	17	0.6253164556962025	0.16666666666666663	0.07692307692307693	0.03999999999999998	0.125
s003g_0008	disco_003g	Diego de Silva y Mendoza	M	17	0.6962025316455696	0.051282051282051266	0.051282051282051266	0.06666666666666665	0.012500000000000011
